price;totsp;livesp;kitsp;dist;metrdist;walk;brick;floor;code
160;72;50;9;7.5;5;0;1;1;8
350;90;62;12;10.5;5;0;0;1;3
101;55;38;6;7;10;1;0;0;4
143;82;45;10;12;10;1;0;1;5
80;51;34;6;13.5;15;0;0;1;1
123;75;45;10;12.7;10;1;0;1;5
215;67;42;9;7.5;3;1;1;1;3
140;80;45;13;13.5;5;0;0;1;1
90;59;45;6;12;5;0;0;0;8
72;64;43;7;6;7;1;0;1;6
130;78;53;13;3.5;10;1;1;1;7
125;75;46;10;14.5;7;0;0;1;3
115;74;48;11;13;15;1;0;1;5
71;49;34;6;10;10;1;0;1;6
85;60;43;6;12;5;1;1;1;7
150;80;53;8;9;3;1;1;1;4
180;71;47;7;7.5;10;1;1;1;3
130;109;51;16;13.5;10;0;1;1;6
180;83;58;10;3;10;1;1;1;1
97;64;45;7;13.5;10;1;0;1;1
107;75;45;9;13;15;1;0;1;5
115;79;47;11;12;10;1;0;1;5
156;70;48;7;9;2;1;0;1;4
113;73;52;8;7.5;5;0;1;0;8
115;77;44;7;12;10;1;1;1;8
96;76;53;8;6;10;0;1;1;6
240;81;54;8;9;3;1;1;0;3
155;73;49;9;10.5;15;1;1;1;3
130;77;45;10;12;7;1;0;1;5
89;51;34;6;13.5;10;0;0;1;1
133;75;52;9;3;15;1;1;0;1
135;70;40;9;15.5;10;1;0;1;1
89;65;40;8;13;7;0;0;1;5
185;90;52;12;6;7;1;0;1;6
110;66;43;7;13.5;15;0;0;1;1
167;74;43;10;14.5;7;1;0;1;2
190;78;46;10;8;10;1;1;1;1
260;80;46;12;9;2;1;1;1;4
74;53;34;6;10.5;7;0;1;0;3
190;100;50;16;7;10;1;0;1;5
147;75;45;10;7;15;1;0;1;4
152;73;48;8;3;15;1;1;1;1
93;60;43;6;17;15;0;0;1;2
110;75;45;10;12;5;0;1;1;5
110;60;37;9;12.5;7;1;0;1;2
122;93;52;14;13.5;10;1;0;1;1
130;73;47;9;11;10;1;1;1;5
86;53;36;7;11.5;5;1;0;0;6
115;64;38;8;14.5;7;1;0;1;3
85;50;35;6;11;8;0;0;1;8
77;55;38;6;7.5;10;1;0;0;8
83;53;34;6;14.5;8;0;0;0;3
140;73;44;10;10.5;5;1;1;0;3
84;58;43;6;14.5;5;0;0;1;3
80;56;44;6;11;8;1;1;0;5
95;72;43;12;12.7;7;0;0;0;5
90;58;42;6;10.5;15;1;1;1;3
116;82;44;10;12.7;15;1;0;1;5
110;74;45;12;12.7;1;1;0;0;5
145;69;47;7;3.5;10;1;1;1;7
108;64;40;9;12;10;0;0;1;1
100;83;48;10;12;15;0;0;0;7
110;80;43;10;12;15;0;0;1;7
128;68;50;9;12.5;5;0;0;1;3
137;77;54;8;3.5;10;1;1;1;7
105;65;47;9;12.5;5;1;0;1;2
125;60;41;6;3;7;1;0;1;1
110;76;45;10;14.5;15;0;0;1;3
147;80;50;8;7.5;5;0;0;1;8
94;63;39;8;14.5;5;0;0;1;2
94;56;33;8;11.5;3;1;0;1;6
201;82;55;9;13.5;7;1;0;1;1
135;78;44;10;15.5;10;1;1;1;1
145;78;47;8;11;8;1;1;1;8
99;72;43;10;12.7;10;1;0;1;5
138;65;44;9;4.5;2;1;0;1;8
90;56;42;6;12.5;7;1;1;1;3
85;64;45;6;13;5;0;0;1;5
145;85;52;11;14.5;5;0;0;1;3
135;77;41;11;13;10;1;0;1;5
127;78;46;10;17;5;1;0;1;2
189;80;52;10;7;1;1;1;1;4
145;72;50;7;4.5;5;1;1;0;8
126;68;47;8;8;5;0;0;1;1
105;65;40;8;13.5;7;1;0;1;6
90;60;40;8;13.5;5;1;0;0;6
115;81;47;9;12.7;10;1;0;0;5
110;57;37;7;9;1;1;1;1;4
90;54;42;6;17;10;1;0;1;4
215;76;55;8;7.5;2;1;1;1;3
180;71;42;8;7;15;0;0;1;4
115;80;41;13;12;15;1;0;1;5
105;63;42;8;12;15;1;1;1;1
115;78;44;10;12;7;1;0;1;5
101;55;39;6;4.5;12;1;1;0;8
152;108;56;15;11;5;1;1;1;5
160;92;69;14;4.5;10;1;1;1;8
95;65;47;8;13.5;5;1;0;1;6
119;74;52;8;10.5;10;1;1;1;7
170;82;52;20;5;1;1;0;1;4
115;78;48;10;12;10;0;0;0;7
205;93;66;9;9;10;1;1;1;3
75;79;47;8;17;10;0;0;1;2
105;65;40;8;17;10;1;0;1;2
240;106;60;17;4.5;10;1;1;1;8
180;73;46;10;7.5;3;1;1;1;3
96;60;45;6;12;5;0;0;1;7
155;81;44;10;13.5;10;0;0;1;6
140;81;50;13;15.5;2;1;0;1;1
125;64;43;7;4.5;10;1;0;1;8
114;59;39;6;3.5;5;1;0;1;7
96;60;40;8;12.5;10;1;0;1;2
110;65;40;8;12.5;5;1;0;0;2
137;76;50;15;11;7;1;1;1;8
87;60;43;6;13.5;10;0;0;1;1
139;72;45;9;10.5;7;1;0;1;7
107;76;44;9;13;15;1;0;1;5
147;77;44;10;13;2;1;0;1;5
153;86;55;10;6.5;5;0;1;1;2
132;74;53;7;4.5;7;1;1;1;8
108;75;54;9;17;5;1;0;0;2
142;84;53;10;15.5;15;1;0;1;1
105;58;41;6;7.5;10;1;1;1;3
127;119;68;15;15.5;10;1;0;1;1
112;68;41;10;12;10;1;0;1;7
113;77;46;10;13;15;1;0;1;5
145;75;45;10;7;15;1;0;1;4
92;60;40;6;12;10;0;0;1;7
75;55;36;6;11.5;10;1;1;1;6
94;64;38;9;12;11;0;0;1;7
145;81;46;10;15.5;5;1;0;1;1
168;105;56;12;9;5;1;0;1;3
85;61;43;6;12;15;1;0;1;7
80;54;37;6;12;7;1;1;0;7
175;95;48;12;10;2;1;0;0;6
160;119;68;10;11;7;1;1;0;8
79;51;34;6;12;7;0;0;1;7
75;53;35;7;11.5;5;1;1;0;6
118;74;44;10;12.7;4;1;0;1;5
149;92;50;14;10;7;1;1;1;6
105;68;43;9;13.5;10;1;0;1;6
82;60;44;6;14.5;7;0;0;1;3
108;58;40;6;10.5;7;1;1;1;3
83;51;34;6;15.5;3;1;0;1;1
95;63;42;8;3.5;5;1;1;1;7
123;75;45;10;12.7;10;1;0;1;5
96;68;45;10;12.5;15;0;0;1;3
135;80;48;8;13;7;1;0;0;5
112;68;44;9;7.5;7;1;0;1;8
110;74;45;10;12;15;0;0;1;7
114;68;44;8;10.5;10;1;0;1;7
125;85;46;10;12;5;0;0;1;7
111;75;42;11;14.5;3;0;1;1;3
98;61;38;8;12;15;1;0;1;1
90;57;42;6;11;5;1;1;1;5
135;81;44;10;14.5;7;0;0;1;3
130;74;50;8;10.5;5;0;1;1;7
99;60;39;8;12;5;0;0;1;1
174;130;71;16;14.5;4;0;0;1;3
115;78;46;10;12.7;3;1;0;1;5
170;85;50;9;13.5;9;0;1;1;1
98;70;39;9;11.5;2;1;0;0;6
90;72;53;10;11.5;5;0;1;1;6
130;84;54;8;6.5;15;1;1;1;2
155;64;36;8;8;7;1;1;0;1
130;78;51;8;10.5;10;0;1;1;3
75;55;36;6;13.5;15;0;1;0;1
127;74;44;8;11;10;1;1;0;8
105;75;50;8;6.5;15;1;1;0;5
77;58;42;6;12.5;5;0;0;0;3
102;58;40;6;10.5;5;1;1;0;3
93;59;38;6;13.5;10;1;1;0;6
140;89;51;10;12;3;1;0;1;7
121;81;46;8;12;2;1;0;1;5
80;60;44;6;13.5;10;0;0;1;6
68;57;37;6;13.5;15;1;0;0;6
147;65;46;8;3;10;1;0;1;1
165;78;52;12;7.5;5;0;0;1;8
110;63;43;9;15.5;3;1;0;0;1
126;119;67;17;15.5;10;1;0;0;1
95;68;45;9;14.5;10;0;0;1;2
130;83;46;10;10.5;1;1;0;1;7
93;64;38;8;14.5;10;1;0;1;2
115;77;46;10;13.5;10;0;0;1;6
116;66;47;8;12;10;0;0;1;7
95;60;43;6;17;10;1;0;1;4
108;57;40;6;9;3;1;1;1;4
151;86;54;10;10.5;5;0;0;1;3
150;80;44;12;11.5;5;0;0;1;6
114;83;46;12;7;10;1;0;1;4
86;61;43;6;13.5;15;1;0;1;6
150;67;39;8;12;5;1;0;1;8
113;75;51;9;7.5;10;1;1;0;8
101;62;43;6;12;15;1;0;1;7
75;59;43;5;13.5;10;0;0;0;6
130;79;46;10;13;10;0;1;1;5
131;84;60;10;9;10;1;0;1;4
115;74;54;9;11;12;1;1;0;8
135;74;48;10;7.5;3;1;1;0;3
477;119;93;15;9;1;1;0;1;3
103;63;38;9;12.5;10;1;0;1;2
77;58;37;5;7;12;0;0;1;5
140;78;48;11;12.7;8;1;0;1;5
85;59;40;5;12.5;5;0;0;1;3
415;152;80;17;3;5;1;0;1;1
159;75;48;9;8;10;1;1;1;1
126;83;50;9;14.5;15;1;0;0;2
91;65;39;8;13;5;0;0;1;5
118;64;43;9;10.5;7;0;0;1;3
105;63;43;7;10.5;15;1;0;1;3
79;56;37;6;11.5;5;1;0;1;6
110;67;44;9;11.5;10;0;0;1;6
220;107;71;9;9;10;1;1;1;3
155;85;47;11;12.7;5;1;0;1;5
100;58;30;6;17;1;1;0;1;4
95;82;50;10;12;10;0;0;1;5
116;68;43;8;6.5;10;1;1;1;5
120;69;45;9;7.5;5;1;0;0;8
93;57;40;6;3.5;7;1;1;1;7
98;60;47;6;14.5;7;1;1;0;3
125;78;44;13;12;5;1;0;1;1
85;59;44;6;7;1;1;0;1;5
73;50;35;7;17;5;1;0;0;4
120;83;49;9;12;10;0;0;1;7
230;95;64;10;10.5;15;1;1;1;3
170;98;73;12;6;1;1;1;0;6
162;86;58;9;12;8;1;1;1;8
105;75;45;10;17;7;0;0;1;2
84;57;42;6;7.5;5;0;1;1;8
128;84;53;10;12;5;1;0;1;1
135;80;45;10;10.5;5;0;0;1;7
175;81;47;10;14.5;10;0;1;1;3
102;60;40;8;8;5;0;1;1;1
87;55;36;6;3.5;10;1;1;1;7
118;71;41;8;12;15;0;0;1;7
118;63;38;8;14.5;5;1;0;1;3
103;74;45;8;12;5;1;1;0;8
120;67;46;10;9;10;1;0;1;4
92;60;44;6;15.5;3;1;0;1;1
200;101;68;10;11;10;1;1;1;8
96;63;38;8;12.5;15;1;0;1;2
140;66;43;7;8;10;0;0;1;1
145;73;50;9;9;7;1;1;0;3
115;56;39;5;4.5;15;1;1;1;8
207;134;77;21;15.5;5;1;0;1;1
115;65;39;8;13;10;0;0;1;5
118;79;45;13;15.5;10;1;0;1;1
85;55;38;6;10.5;5;0;1;0;3
160;80;55;8;8;15;1;1;1;1
129;80;46;10;12;10;0;0;1;7
107;72;43;10;13;5;0;0;0;5
95;67;45;10;12;10;0;0;1;8
108;79;47;8;14.5;3;0;0;0;2
84;62;44;7;14.5;10;0;0;1;3
73;77;45;10;5;7;1;0;1;4
160;68;40;9;9;10;1;1;1;4
190;112;55;16;7;10;1;0;1;5
145;85;52;11;14.5;5;0;0;1;3
97;76;44;10;12;10;1;0;0;5
144;95;62;11;10;10;1;0;1;6
110;77;46;8;12;12;0;0;0;7
142;78;46;9;10.5;10;1;1;1;7
123;58;40;7;13.5;5;0;1;1;1
95;60;43;6;9;5;0;0;1;4
106;72;52;9;11.5;7;0;1;1;6
95;62;38;8;12.5;3;1;0;0;2
245;85;54;12;9;7;1;1;1;4
86;59;42;5;11.5;10;1;0;1;6
92;60;44;6;12;5;0;0;1;7
160;57;42;8;3.5;5;1;1;1;7
156;90;51;13;10;5;1;0;1;6
340;121;72;13;12.5;3;1;1;1;3
117;82;44;10;13;2;1;0;1;5
111;64;40;7;17;10;1;0;0;2
115;62;38;8;11.5;5;1;0;1;6
118;72;43;10;12.7;2;1;0;0;5
126;74;43;10;12.5;3;1;0;1;2
155;72;53;8;3;10;1;1;1;1
200;85;54;14;14.5;15;1;0;1;3
112;66;44;7;8;20;1;0;1;1
115;86;67;13;13.5;15;0;0;1;6
150;54;39;6;7;3;1;1;1;4
155;75;44;10;9;5;0;1;1;4
410;102;75;10;6.5;5;1;1;1;5
220;98;60;9;4.5;10;1;1;1;8
95;60;37;8;12.5;15;1;0;1;2
118;75;46;10;17;5;1;0;1;2
100;66;44;6;12.5;10;1;0;1;2
110;79;47;8;14.5;3;0;0;0;2
80;58;43;6;11.5;10;1;0;1;6
130;74;45;10;12;1;1;0;1;1
163;72;43;9;7;10;0;1;1;4
95;63;40;8;12.5;10;1;0;1;2
83;60;42;6;12;7;0;0;1;8
185;86;47;8;3;3;1;1;1;1
93;57;43;6;10.5;15;0;0;1;3
90;78;45;10;13.5;10;0;0;1;6
125;80;45;11;12;2;1;0;1;5
106;63;44;7;12.5;10;1;0;1;2
103;75;45;10;12;5;0;1;1;5
93;64;44;6;17;5;1;0;1;2
250;78;47;10;10.5;7;1;0;1;3
117;78;44;10;12;5;1;0;1;5
145;74;45;10;15.5;15;1;0;1;1
164;72;48;7;3.5;5;1;1;1;7
130;74;48;12;12;15;1;1;1;8
78;55;37;6;11.5;2;1;1;1;6
140;66;42;8;7;2;1;1;0;4
110;77;40;12;12.7;15;1;0;1;5
140;84;48;9;12;10;0;1;1;7
92;70;50;6;12;5;0;0;1;7
98;60;43;7;13.5;10;1;0;1;6
107;73;47;9;17;15;0;1;0;2
122;81;46;13;12;15;1;0;1;5
220;100;49;13;14.5;10;1;1;1;3
100;60;39;6;17;5;1;0;1;4
93;62;38;7;17;3;1;0;1;4
95;61;43;6;12;15;1;0;0;7
315;118;54;12;3.5;2;1;1;1;7
83;57;44;6;17;10;0;0;1;4
114;75;44;10;12.7;7;1;0;1;5
200;72;46;9;9;10;1;1;1;3
270;97;56;18;8;10;1;1;1;1
100;76;45;10;12.7;15;1;0;1;5
160;87;56;9;3;10;1;0;1;1
131;74;43;10;13.5;15;1;0;1;1
116;77;45;18;6;7;0;0;1;6
530;150;80;15;7.5;7;1;1;1;3
100;75;45;9;14.5;10;0;0;1;3
82;62;32;7;6;5;1;1;0;6
105;66;44;7;13.5;7;1;0;1;6
260;135;75;20;12.5;3;1;1;0;3
108;66;44;7;17;5;1;0;1;4
133;83;45;10;13;10;1;0;0;5
93;61;38;8;13;7;0;0;1;5
114;77;45;10;12;10;0;0;1;7
98;79;48;10;12;10;1;1;1;5
85;58;43;5;7;5;0;0;1;4
125;83;53;10;5;12;1;0;0;4
120;59;45;6;3;3;1;0;1;1
82;62;44;6;12.5;10;0;0;0;2
128;65;44;7;9;5;0;0;1;4
130;72;44;9;6;5;1;1;1;6
114;76;45;10;12;15;0;0;1;7
70;50;32;5;11.5;7;0;1;0;6
115;59;39;6;10;10;1;0;0;6
99;75;45;10;14.5;15;0;0;1;3
110;65;39;9;12.5;2;1;0;0;2
120;67;45;7;13.5;10;1;0;1;1
110;60;44;6;7;5;0;0;1;4
83;49;34;6;15.5;5;1;0;1;1
106;67;45;9;12;7;0;0;1;7
120;80;48;13;12;10;1;0;1;5
120;77;45;10;7;10;1;0;1;4
95;62;45;7;12.5;10;1;1;1;2
145;76;44;24;12.7;2;1;0;0;5
91;61;44;7;13.5;5;1;0;1;6
82;62;44;6;13.5;10;0;0;1;6
137;69;44;10;9;10;1;0;1;4
88;60;44;6;13.5;10;0;0;1;1
82;56;42;6;10;10;1;0;0;6
145;94;50;12;17;10;1;1;1;4
100;60;43;7;12.5;5;1;0;1;2
138;86;54;10;6;5;0;1;1;6
111;57;40;6;9;3;1;1;1;4
89;64;45;7;12;5;1;0;1;5
144;80;48;13;15.5;10;1;0;1;1
79;65;45;7;6;7;1;0;1;6
105;66;44;7;13.5;7;0;0;1;1
95;57;42;6;6.5;7;1;1;1;5
220;77;49;10;7.5;5;1;1;1;8
107;69;45;10;12;10;1;0;1;7
180;90;58;8;10.5;2;1;0;1;3
92;59;41;6;7.5;12;1;0;1;3
110;65;44;8;10.5;10;1;1;1;7
150;78;54;7;3.5;15;0;1;1;7
115;68;43;9;6.5;5;1;0;1;2
83;59;44;6;13.5;10;0;0;1;6
164;101;51;15;12.7;5;1;0;1;5
125;78;38;11;12.7;10;1;0;1;5
93;64;45;7;14.5;3;1;0;1;2
140;70;51;8;12.5;10;1;1;1;8
94;64;45;7;14.5;10;0;0;1;3
120;63;40;8;6;7;1;1;1;6
135;73;53;8;11;15;1;1;1;8
105;73;45;8;11;10;1;0;0;5
155;73;49;9;10.5;15;1;1;1;3
127;77;40;11;13;10;0;0;1;5
129;72;44;10;6;5;1;0;0;6
145;62;41;9;9;5;1;0;1;3
125;74;45;10;14.5;15;0;0;1;3
95;54;36;5;3.5;15;1;1;1;7
112;76;46;10;12;10;0;0;1;7
90;60;38;8;12;10;0;0;0;8
140;67;46;9;8;15;1;0;1;1
112;66;41;8;17;5;1;0;0;2
123;70;47;8;12;7;0;0;1;7
85;55;41;5;11;5;0;1;1;8
82;56;39;6;10;5;1;0;1;6
132;94;60;11;6.5;3;1;0;0;5
74;56;37;6;15.5;7;0;1;0;1
84;57;42;5;12.7;10;1;1;1;5
115;65;47;8;13.5;3;1;1;1;1
132;80;54;10;12;10;1;0;1;1
115;64;38;8;17;5;1;0;1;2
240;106;71;9;9;10;1;1;1;3
125;77;46;10;13.5;5;0;1;1;6
90;61;43;6;14.5;10;1;0;1;2
95;63;38;8;12.5;5;1;0;1;2
128;68;44;11;4.5;12;1;0;0;8
137;83;48;12;15.5;10;1;0;1;1
90;64;39;9;6;5;0;1;1;6
105;58;43;6;3.5;12;1;1;1;7
84;58;42;5;7.5;15;1;1;1;8
98;66;44;7;11.5;10;1;0;1;6
115;79;45;13;13;7;0;0;1;5
352;108;81;16;4.5;10;1;1;1;8
131;79;45;12;14.5;5;0;0;1;3
165;90;65;8;6;2;1;1;1;6
123;77;46;10;13;10;1;0;1;5
115;60;44;6;6.5;5;1;0;1;2
85;56;36;5;10.5;15;0;0;1;3
72;54;35;6;13.5;10;1;0;1;6
195;86;60;10;9;5;0;1;1;3
123;81;48;9;12;20;0;0;0;7
110;77;46;10;12.7;7;0;0;1;5
137;80;50;12;10.5;15;1;1;1;3
85;58;39;6;12.5;10;1;0;0;2
160;90;60;12;12.7;1;1;1;1;5
170;75;55;8;9;7;1;1;1;4
125;63;43;6;17;5;1;1;1;4
178;74;46;9;3;3;1;1;0;1
200;113;64;11;13.5;10;0;0;1;6
80;56;38;5;11.5;10;1;0;1;6
170;79;52;9;9;7;1;0;1;4
80;60;44;6;13.5;7;0;0;1;6
112;67;38;7;10.5;10;0;1;1;3
81;53;34;6;12.5;10;1;0;0;2
82;60;42;7;13.5;5;0;0;1;6
85;57;43;6;12;12;1;1;0;7
120;76;49;9;3;10;1;1;0;1
95;58;39;6;9;5;1;0;0;4
160;73;41;8;7;5;0;0;0;4
75;54;36;6;10;7;1;0;1;6
110;74;44;10;13;7;1;0;1;5
122;64;46;8;12.5;7;0;0;1;3
179;73;47;6;3;10;1;1;1;1
82;57;42;5;12.7;10;1;1;1;5
113;80;46;10;13;10;0;0;1;5
124;79;44;13;12;10;1;0;1;1
115;79;48;9;13;7;1;0;1;5
145;88;52;12;6.5;7;1;1;1;5
150;76;45;10;9;5;0;0;1;4
140;79;53;8;7;2;1;0;0;4
160;84;50;9;12.7;1;1;0;1;5
96;59;42;6;13.5;7;1;0;1;6
95;60;43;7;12.5;5;1;0;1;2
120;74;51;8;7;5;0;1;1;4
119;77;53;8;10.5;10;1;1;0;7
167;74;45;11;5;10;1;0;1;4
210;71;45;6;9;1;1;1;1;4
173;80;50;8;6;10;1;1;1;6
132;78;46;14;12.5;12;1;0;0;2
145;63;41;8;3.5;3;1;0;1;7
199;70;46;8;7.5;7;1;1;1;3
82;55;34;5;10.5;5;0;1;1;3
113;84;54;10;13;5;0;0;1;5
129;60;41;6;3;7;1;0;0;1
105;64;38;8;14.5;10;0;0;1;2
110;75;45;8;13.5;10;0;0;0;6
119;68;45;8;6;10;1;0;1;6
117;81;46;10;12.5;10;1;0;1;2
88;59;44;6;14.5;10;1;0;1;3
250;92;57;11;9;3;1;1;1;3
92;62;39;7;12;10;1;0;1;5
99;66;41;8;13.5;15;1;1;1;1
85;53;34;6;10.5;3;1;0;1;7
88;60;43;6;12.5;5;1;0;1;2
92;63;38;8;14.5;5;0;0;0;2
75;56;37;5;10;10;1;0;0;6
92;65;45;7;12.5;5;1;0;1;2
170;86;56;10;12;2;1;0;1;5
222;134;75;16;12;5;1;0;1;7
95;51;34;6;12;5;0;0;1;8
70;60;43;6;17;10;1;0;1;2
270;82;49;13;8;15;1;0;1;1
85;65;46;7;13;7;0;0;1;5
142;83;45;10;12.7;15;1;0;1;5
95;65;46;8;12.5;10;1;0;1;2
96;65;40;8;14.5;15;1;0;0;2
121;80;45;13;14.5;5;0;0;1;3
170;68;39;10;4.5;10;1;1;0;8
100;77;50;6;3.5;3;1;1;1;7
115;67;42;9;3.5;7;1;1;1;7
79;60;43;5;12;10;0;0;0;7
108;65;40;8;17;5;1;0;1;2
300;127;66;15;12.5;5;1;1;1;3
130;57;42;6;4.5;5;1;1;1;8
96;60;43;6;14.5;7;1;0;1;2
197;70;46;7;4.5;3;1;1;1;8
80;59;43;6;13.5;5;0;0;1;6
138;95;63;9;10;10;1;0;1;6
102;64;47;6;17;10;1;0;1;4
210;80;49;10;12.5;5;1;1;1;3
103;64;44;10;15.5;7;1;0;1;1
245;83;48;12;7.5;10;1;1;1;8
147;80;45;13;4.5;15;1;0;1;8
90;61;44;6;12;5;1;0;0;8
176;86;54;8;9;10;1;1;1;4
127;74;45;11;12;10;0;0;0;1
98;58;43;6;14.5;10;0;0;1;3
87;54;34;6;17;1;1;0;1;4
149;77;45;10;13;2;1;0;1;5
91;64;45;7;14.5;10;1;0;1;2
115;78;46;10;12;15;0;0;1;7
140;82;49;8;13;5;1;0;1;5
90;59;45;6;15.5;5;0;0;1;1
145;69;43;7;3.5;3;1;1;1;7
82;59;38;6;13.5;5;1;0;1;6
79;51;34;6;13.5;10;1;0;1;6
150;69;46;8;7.5;7;1;1;1;3
86;54;36;6;9;15;0;1;0;3
155;85;49;9;12;5;1;1;1;7
127;74;42;9;12;5;1;0;1;1
94;72;46;10;14.5;9;0;0;1;3
185;91;50;12;10.5;10;1;0;1;3
122;79;45;13;12;10;1;0;1;1
110;67;49;6;12.5;10;1;1;0;3
150;76;45;10;13.5;10;1;0;1;1
90;67;40;8;12;5;1;0;1;5
117;76;43;10;12;5;1;0;1;5
82;58;35;11;12.5;10;0;0;0;3
82;60;45;6;13.5;10;0;0;1;6
95;57;41;6;4.5;7;1;1;0;8
155;75;43;8;7;5;0;0;1;4
95;66;39;8;14.5;15;1;0;1;2
75;56;37;5;10;5;0;0;1;6
100;65;41;8;14.5;5;0;0;1;2
140;81;50;7;12;10;1;1;0;8
127;76;54;6;9;5;0;0;0;4
112;76;40;11;12.7;7;0;0;1;5
150;81;55;9;9;5;0;1;0;3
98;65;44;7;11.5;15;1;0;1;6
97;80;48;8;13;5;0;1;1;5
170;78;51;9;10.5;10;1;1;1;3
79;54;36;6;12.5;10;0;1;1;3
169;84;62;10;6.5;1;1;0;1;2
160;75;44;10;12;5;1;0;1;8
117;79;45;13;14.5;7;0;0;1;3
84;58;42;6;13;15;1;0;0;5
98;72;44;7;11.5;7;1;1;0;6
112;72;51;8;6.5;5;1;1;0;5
140;83;47;9;10.5;5;0;1;1;3
94;61;42;6;12.5;10;1;0;1;2
130;81;48;9;13.5;10;0;0;1;6
105;66;40;8;17;5;1;0;1;2
165;82;54;10;6;5;1;1;1;6
85;58;44;6;10.5;10;1;0;0;3
90;60;45;5;10.5;10;0;0;1;3
85;55;35;6;10.5;5;0;1;0;3
160;69;47;8;3;10;1;1;1;1
118;77;43;11;7;5;0;0;1;4
101;59;44;6;17;10;1;0;1;4
98;60;45;5;7.5;7;1;0;0;3
137;70;45;8;10.5;10;1;1;1;3
245;80;49;10;3;10;1;1;0;1
145;80;49;11;12.5;10;0;0;1;3
118;80;45;13;12;15;1;0;1;5
115;68;46;8;13.5;10;1;0;1;1
105;65;39;8;17;10;1;0;0;2
123;74;44;12;9;7;0;0;1;4
117;75;42;10;12;5;1;0;1;5
91;62;38;7;13.5;7;0;0;0;6
145;80;53;9;6;2;1;1;1;6
130;72;45;10;11.5;10;1;0;0;6
200;87;60;15;11.5;3;1;1;1;6
100;76;45;10;12;15;0;0;1;7
160;77;42;8;6;5;0;0;1;6
95;65;46;7;12.5;15;1;0;1;2
112;72;50;9;17;10;1;1;0;2
105;72;52;8;6;15;0;1;1;6
125;66;40;10;12;20;1;0;1;8
200;77;46;10;3;15;1;1;1;1
170;100;57;14;12;10;1;0;0;5
115;79;46;10;12.7;10;1;0;1;5
95;56;42;7;3.5;10;1;1;0;7
99;65;40;8;12.5;10;1;0;1;2
94;55;41;5;13.5;10;1;1;1;1
105;78;45;10;13;10;0;0;1;5
205;87;58;9;7.5;5;1;1;1;3
90;62;46;8;14.5;15;0;0;1;3
100;64;38;8;14.5;15;0;0;1;2
83;53;34;6;12.5;15;1;0;1;2
93;70;50;9;12.5;10;1;0;0;2
96;63;45;6;12.5;10;1;0;1;2
88;60;40;5;7;7;1;0;1;4
150;68;46;9;12;5;1;1;1;8
105;67;48;8;13.5;15;1;0;1;6
110;79;46;10;13;5;1;0;1;5
118;86;54;10;12;15;1;0;1;5
171;90;63;10;10.5;3;1;0;1;3
451;156;80;20;10.5;5;0;1;1;3
78;64;39;8;7;10;0;0;1;5
165;76;52;9;8;2;1;1;1;1
87;61;42;9;13.5;10;1;0;1;6
85;60;40;6;13.5;5;0;0;1;6
130;75;44;10;12.5;5;1;0;1;2
93;64;45;7;14.5;3;1;0;1;2
95;55;42;5;10.5;5;0;1;1;3
179;65;45;8;9;5;1;1;1;3
73;51;34;6;12;7;1;0;0;5
420;102;70;20;3;2;1;1;1;1
230;85;58;13;3;5;1;0;1;1
154;75;36;12;7;5;1;0;1;4
121;79;45;13;12;7;1;0;1;1
150;81;54;9;9;5;0;1;0;3
268;121;60;16;7.5;5;1;0;1;3
115;68;46;7;14.5;15;1;0;1;3
86;60;44;6;13.5;10;0;0;1;1
185;99;67;9;9;10;1;1;0;4
105;66;40;8;12.5;5;1;0;1;2
95;59;43;6;15.5;5;0;0;1;1
119;78;53;8;10.5;10;1;1;0;7
160;68;44;8;17;5;1;0;1;2
81;56;37;6;11.5;5;1;0;1;6
133;65;47;8;12.5;5;1;0;1;3
90;61;43;6;12.5;3;1;0;1;2
148;90;55;8;13.5;7;0;1;0;1
102;58;38;6;15.5;8;1;0;1;1
265;136;88;14;10.5;10;1;1;1;3
93;61;45;6;14.5;10;1;0;1;3
103;74;43;10;13;7;0;0;1;5
240;92;57;12;6.5;12;1;1;1;2
92;59;38;6;15.5;10;1;0;1;1
215;90;61;9;9;1;1;1;1;3
117;61;44;6;4.5;5;1;1;1;8
115;65;39;9;12.5;3;1;0;0;2
185;68;47;8;4.5;5;1;1;1;8
110;63;38;8;17;10;1;0;1;2
120;80;45;9;12.7;15;1;0;1;5
170;86;59;10;17;10;0;1;1;2
114;77;45;10;12;10;0;0;1;7
81;60;46;6;14.5;15;0;0;0;3
104;73;44;10;13;5;0;0;1;5
135;105;58;21;13.5;15;1;1;1;1
79;59;43;6;12;10;0;0;0;7
115;81;50;8;13;10;1;0;1;5
91;78;45;10;17;10;1;0;1;4
79;50;34;6;14.5;5;0;0;1;3
136;78;45;10;12;10;1;0;0;1
95;72;43;12;12.7;10;0;0;0;5
78;56;38;6;13.5;5;0;0;0;6
122;96;54;12;13.5;10;0;0;0;6
142;70;45;9;3.5;3;1;0;1;7
110;60;45;6;12;5;1;0;1;8
103;74;45;9;13;10;1;0;1;5
88;72;51;9;11.5;10;0;1;1;6
105;60;43;6;17;5;1;0;1;4
120;79;44;10;13;3;1;0;1;5
150;74;48;12;12;5;1;0;1;8
93;70;40;10;12;10;1;0;0;5
125;75;45;10;13.5;10;0;0;1;6
