water_level,precipitation,temperature,humidity,visibility,wind,weather,pressure,fire,wl_change,temp_change,pressure_change
"94,0","0,0","3,5","34,0","10,0","2,0","2,0","1015,4","4,0","-1,0","0,9","-0,6"
"321,0","0,0","5,7","29,0","20,0","2,0","2,0","1022,1","4,0","-1,0","1,3","-0,5"
"-170,0","0,0","4,0","31,0","20,0","1,0","2,0","1013,9","4,0","-8,0","1,0","-0,4"
"217,0","0,0","-7,3","98,0","4,0","1,0","6,0","1026,8","4,0","-1,0","-1,3","0,3"
"95,0","0,0","-8,1","90,0","100,0","1,0","2,0","1025,6","4,0","-1,0","-0,6","0,7"
"320,0","0,0","-11,3","92,0","20,0","1,0","2,0","1023,3","4,0","-1,0","-1,4","0,2"
"-81,0","0,0","-6,9","78,0","20,0","1,0","0,0","1016,1","4,0","-7,0","-1,3","0,5"
"217,0","0,0","-2,6","86,0","20,0","1,0","0,0","1026,7","4,0","-1,0","-5,8","0,6"
"292,0","0,0","-4,4","80,0","100,0","1,0","0,0","1029,1","4,0","-1,0","-7,8","0,2"
"123,0","0,0","-3,1","78,0","20,0","1,0","2,0","1028,1","4,0","-2,0","-7,3","0,3"
"320,0","0,0","2,6","53,0","20,0","1,0","1,0","1022,8","4,0","-1,0","-2,0","0,2"
"292,0","0,0","-0,1","66,0","100,0","1,0","1,0","1028,3","4,0","0,0","-4,0","-0,3"
"122,0","0,0","-3,9","79,0","20,0","1,0","2,0","1026,2","4,0","-1,0","-7,4","-0,3"
"95,0","0,0","-4,1","80,0","100,0","1,0","2,0","1023,7","4,0","0,0","-8,1","-0,1"
"114,0","0,0","-4,5","76,0","20,0","1,0","0,0","1022,4","4,0","0,0","-8,1","-0,4"
"-181,0","0,1","0,7","70,0","20,0","1,0","1,0","1015,5","4,0","-5,0","-1,2","-0,4"
"216,0","0,0","4,2","53,0","20,0","3,0","7,0","1023,4","4,0","-1,0","0,9","-0,7"
"292,0","0,0","4,9","62,0","100,0","2,0","1,0","1025,1","4,0","0,0","2,6","-1,0"
"120,0","0,0","5,7","37,0","100,0","2,0","0,0","1022,4","4,0","-2,0","1,6","-1,3"
"94,0","0,0","5,1","41,0","100,0","2,0","1,0","1019,7","4,0","-1,0","1,8","-1,0"
"98,0","0,0","4,9","49,0","20,0","1,0","1,0","1016,7","4,0","-1,0","1,4","-1,3"
"114,0","0,0","4,6","46,0","20,0","3,0","1,0","1017,8","4,0","0,0","1,0","-1,3"
"139,0","0,0","5,1","39,0","20,0","2,0","1,0","1016,9","4,0","-3,0","0,4","-0,8"
"92,0","0,0","5,0","37,0","10,0","2,0","1,0","1014,3","4,0","-1,0","1,1","-0,6"
"319,0","0,0","5,1","50,0","20,0","1,0","1,0","1020,4","4,0","0,0","0,8","-0,7"
"-186,0","0,0","5,3","33,0","20,0","1,0","1,0","1012,5","4,0","-5,0","0,2","-0,8"
"216,0","0,1","4,7","37,0","20,0","2,0","1,0","1018,6","4,0","0,0","1,9","-1,1"
"292,0","0,0","4,5","39,0","100,0","4,0","1,0","1020,2","4,0","0,0","1,9","-0,7"
"118,0","0,1","3,6","67,0","100,0","3,0","1,0","1019,9","4,0","-2,0","1,0","-0,4"
"94,0","0,0","3,8","65,0","100,0","5,0","1,0","1018,5","4,0","0,0","0,5","-0,3"
"98,0","0,0","4,6","62,0","10,0","2,0","7,0","1014,6","4,0","0,0","1,5","-0,1"
"114,0","0,0","3,7","43,0","20,0","5,0","1,0","1012,6","4,0","0,0","0,5","0,1"
"135,0","0,0","5,5","39,0","20,0","5,0","1,0","1008,2","4,0","-4,0","0,4","-0,8"
"91,0","0,0","6,5","30,0","10,0","3,0","0,0","1007,3","4,0","-1,0","-0,1","-1,0"
"319,0","0,0","6,3","30,0","20,0","4,0","1,0","1012,0","4,0","0,0","-0,5","-1,0"
"-174,0","0,0","3,1","67,0","20,0","1,0","1,0","1002,6","4,0","12,0","-0,1","-1,5"
"216,0","0,1","4,3","52,0","20,0","1,0","1,0","1017,3","4,0","0,0","2,9","-0,6"
"292,0","0,0","4,8","51,0","100,0","3,0","0,0","1019,5","4,0","0,0","3,8","-0,8"
"117,0","0,1","1,3","81,0","10,0","3,0","7,0","1020,3","4,0","-1,0","1,7","-0,5"
"93,0","0,0","3,8","58,0","100,0","3,0","0,0","1019,6","4,0","-1,0","4,3","-0,3"
"97,0","0,0","2,7","77,0","20,0","1,0","1,0","1016,6","4,0","-1,0","3,0","-0,4"
"114,0","0,2","1,0","87,0","4,0","3,0","7,0","1014,6","4,0","0,0","1,4","-0,4"
"127,0","0,3","-0,1","81,0","20,0","2,0","6,0","1008,6","4,0","-8,0","0,7","0,2"
"90,0","0,0","-0,1","92,0","4,0","1,0","7,0","1006,3","4,0","-1,0","0,7","0,2"
"319,0","0,4","2,0","74,0","20,0","1,0","1,0","1011,6","4,0","0,0","2,9","0,1"
"216,0","0,0","-0,2","84,0","20,0","1,0","1,0","1016,0","4,0","0,0","0,6","-0,3"
"291,0","0,0","-1,1","90,0","100,0","1,0","1,0","1018,7","4,0","-1,0","1,3","-0,6"
"116,0","0,0","-2,8","94,0","100,0","1,0","0,0","1018,2","4,0","-1,0","2,4","-0,6"
"114,0","0,1","-0,6","89,0","20,0","1,0","1,0","1014,2","4,0","0,0","0,7","-0,3"
"133,0","0,5","-0,3","98,0","4,0","1,0","7,0","1010,1","4,0","6,0","0,2","0,0"
"216,0","0,5","1,7","94,0","4,0","2,0","7,0","1009,6","4,0","0,0","1,9","-0,3"
"289,0","0,6","0,8","90,0","20,0","1,0","1,0","1011,5","4,0","-2,0","1,3","-0,3"
"114,0","0,0","1,9","75,0","100,0","1,0","1,0","1010,3","4,0","-2,0","6,2","-0,3"
"93,0","0,0","2,3","66,0","100,0","1,0","1,0","1008,1","4,0","0,0","3,8","-0,1"
"97,0","0,0","2,4","68,0","20,0","1,0","1,0","1006,3","4,0","0,0","5,6","-0,2"
"114,0","0,8","0,7","88,0","4,0","2,0","7,0","1005,6","4,0","0,0","1,0","-0,2"
"147,0","0,5","0,8","94,0","4,0","3,0","7,0","1003,6","4,0","14,0","0,9","-0,6"
"319,0","0,3","2,4","79,0","20,0","1,0","1,0","1007,1","4,0","0,0","2,3","-0,9"
"674,0","0,0","3,2","94,0","100,0","1,0","0,0","1006,7","4,0","7,0","1,2","1,8"
"601,0","0,4","3,4","90,0","20,0","1,0","1,0","1002,3","4,0","-6,0","-0,5","2,4"
"76,0","0,6","6,6","64,0","100,0","2,0","3,0","926,3","4,0","1,0","-3,4","2,3"
"545,0","0,1","4,8","92,0","10,0","2,0","0,0","1004,8","4,0","-1,0","0,3","2,0"
"413,0","0,0","23,7","23,0","20,0","4,0","0,0","1000,8","4,0","10,0","1,0","-1,5"
"515,0","0,0","23,9","22,0","20,0","2,0","2,0","992,6","4,0","7,0","0,9","-0,8"
"470,0","0,0","24,0","19,0","10,0","2,0","2,0","993,0","4,0","12,0","-0,1","-1,0"
"681,0","0,0","23,0","28,0","100,0","3,0","0,0","998,2","4,0","7,0","0,6","-1,4"
"587,0","0,0","24,6","18,0","20,0","2,0","0,0","994,9","4,0","-14,0","0,0","-1,7"
"664,0","0,0","24,7","18,0","20,0","3,0","0,0","987,0","4,0","3,0","0,1","-1,6"
"72,0","0,0","23,2","15,0","100,0","1,0","2,0","923,2","4,0","-4,0","-0,3","-0,7"
"537,0","0,0","24,4","24,0","10,0","1,0","0,0","996,7","4,0","-8,0","0,7","-1,6"
"286,0","0,0","22,2","23,0","20,0","9,0","4,0","999,0","4,0","9,0","5,4","-0,5"
"336,0","0,0","23,0","36,0","4,0","6,0","1,0","997,2","4,0","22,0","4,1","0,8"
"413,0","0,0","23,9","30,0","20,0","4,0","0,0","995,8","4,0","0,0","4,6","0,1"
"517,0","0,0","24,3","28,0","20,0","6,0","4,0","990,0","4,0","2,0","5,7","-0,4"
"481,0","0,0","27,7","13,0","10,0","6,0","4,0","990,8","4,0","11,0","6,0","-0,8"
"683,0","0,0","27,0","15,0","100,0","7,0","4,0","994,2","4,0","2,0","5,6","-0,8"
"577,0","0,0","26,8","14,0","20,0","4,0","2,0","991,6","4,0","-10,0","9,8","-1,0"
"688,0","0,0","26,8","16,0","100,0","4,0","2,0","984,5","4,0","24,0","7,8","-0,9"
"71,0","0,0","22,7","18,0","100,0","1,0","2,0","923,2","4,0","-1,0","10,8","-2,7"
"530,0","0,0","26,9","16,0","10,0","5,0","4,0","993,2","4,0","-7,0","6,1","-0,8"
"760,0","0,0","10,9","78,0","20,0","3,0","0,0","997,1","4,0","-15,0","-3,8","2,4"
"981,0","0,0","5,1","80,0","20,0","3,0","1,0","1005,5","4,0","9,0","-0,8","1,4"
"497,0","0,0","3,6","79,0","20,0","2,0","1,0","1006,8","4,0","30,0","-1,7","0,7"
"356,0","0,0","4,7","73,0","20,0","4,0","1,0","1009,6","4,0","20,0","-1,6","0,8"
"407,0","0,0","10,5","92,0","4,0","3,0","6,0","1003,1","4,0","-6,0","-1,2","1,5"
"535,0","0,0","10,9","82,0","10,0","3,0","1,0","992,6","4,0","18,0","-0,7","0,5"
"169,0","0,0","4,6","77,0","20,0","1,0","0,0","970,8","4,0","6,0","-0,7","0,8"
"339,0","0,0","10,0","82,0","20,0","1,0","2,0","996,0","4,0","-17,0","-2,0","1,0"
"682,0","0,0","13,1","68,0","20,0","3,0","1,0","997,5","4,0","-1,0","-1,2","1,0"
"565,0","0,0","12,4","54,0","20,0","1,0","0,0","992,4","4,0","-12,0","-2,9","1,5"
"709,0","0,0","11,9","49,0","20,0","2,0","0,0","984,1","4,0","21,0","-2,9","0,9"
"429,0","0,0","11,2","74,0","20,0","3,0","1,0","999,1","4,0","47,0","-4,2","3,0"
"591,0","0,0","9,5","75,0","10,0","4,0","1,0","1000,9","4,0","18,0","-3,0","2,9"
"564,0","0,3","1,0","88,0","20,0","3,0","1,0","1008,7","4,0","58,0","-1,0","2,2"
"754,0","0,4","2,0","87,0","20,0","2,0","1,0","1007,8","4,0","6,0","-1,4","1,9"
"332,0","0,0","7,1","78,0","10,0","1,0","1,0","1001,4","4,0","8,0","-3,6","3,6"
"575,0","0,0","2,6","83,0","20,0","3,0","1,0","1010,1","4,0","20,0","-1,4","2,3"
"529,0","0,0","14,7","62,0","10,0","2,0","0,0","995,3","4,0","-1,0","-1,8","1,4"
"513,0","0,1","6,6","79,0","20,0","2,0","1,0","1002,1","4,0","31,0","-0,2","2,4"
"748,0","0,0","18,3","27,0","100,0","6,0","4,0","993,6","4,0","-12,0","2,1","-2,5"
"327,0","0,0","18,8","28,0","20,0","6,0","0,0","1000,4","4,0","8,0","0,3","-2,3"
"450,0","0,0","16,9","30,0","20,0","6,0","4,0","993,5","4,0","48,0","0,6","-2,3"
"309,0","0,0","15,2","46,0","20,0","8,0","4,0","1002,6","4,0","10,0","1,6","-2,4"
"987,0","0,0","10,3","66,0","10,0","7,0","4,0","999,0","4,0","6,0","-8,2","0,8"
"519,0","0,0","8,0","74,0","10,0","1,0","3,0","1001,2","4,0","22,0","-9,2","3,0"
"399,0","0,0","17,7","25,0","20,0","7,0","4,0","1002,3","4,0","-8,0","1,9","-2,3"
"547,0","0,1","14,1","55,0","20,0","6,0","1,0","997,5","4,0","12,0","2,0","-1,4"
"173,0","0,1","12,0","68,0","20,0","2,0","3,0","973,8","4,0","4,0","0,5","-0,9"
"466,0","0,0","14,7","50,0","10,0","6,0","4,0","996,3","4,0","-11,0","2,7","-1,4"
"324,0","0,0","14,5","52,0","20,0","4,0","1,0","999,4","4,0","-15,0","1,5","-1,7"
"682,0","0,0","17,4","35,0","100,0","6,0","4,0","999,2","4,0","0,0","2,2","-2,4"
"913,0","0,0","15,6","37,0","10,0","5,0","1,0","1001,4","4,0","-4,0","0,1","-2,1"
"564,0","0,0","14,6","46,0","20,0","4,0","0,0","994,7","4,0","-1,0","-0,4","-1,9"
"734,0","0,0","13,8","47,0","20,0","4,0","1,0","987,3","4,0","25,0","0,2","-1,7"
"385,0","0,0","13,2","58,0","20,0","6,0","1,0","985,0","4,0","-7,0","1,1","-1,4"
"350,0","0,9","14,7","46,0","20,0","5,0","1,0","988,8","4,0","20,0","1,9","-1,4"
"678,0","0,0","18,5","22,0","10,0","5,0","4,0","992,1","4,0","5,0","1,7","-2,4"
"591,0","0,1","19,0","19,0","10,0","6,0","4,0","996,4","4,0","34,0","2,4","-2,8"
"664,0","0,1","19,3","22,0","20,0","5,0","4,0","996,9","4,0","29,0","2,8","-2,9"
"331,0","0,1","17,6","56,0","100,0","2,0","1,0","970,5","4,0","28,0","-0,5","-0,7"
"234,0","0,0","19,7","32,0","100,0","5,0","0,0","906,5","4,0","9,0","-0,7","-0,8"
"636,0","0,0","5,0","83,0","10,0","5,0","4,0","1003,7","4,0","54,0","-0,3","1,3"
"597,0","0,0","4,4","91,0","10,0","3,0","3,0","999,4","4,0","33,0","-4,7","2,1"
"766,0","0,0","4,8","91,0","10,0","3,0","3,0","998,5","4,0","12,0","-8,0","2,5"
"347,0","0,0","17,1","32,0","10,0","6,0","4,0","991,1","4,0","15,0","1,5","-2,9"
"599,0","0,0","5,7","86,0","10,0","4,0","4,0","999,9","4,0","24,0","-5,4","1,1"
"528,0","0,1","15,4","46,0","10,0","6,0","1,0","997,6","4,0","-1,0","0,6","-2,0"
"530,0","0,3","17,9","27,0","20,0","3,0","1,0","993,1","4,0","17,0","-0,4","-2,6"
"331,0","2,0","1,8","80,0","20,0","2,0","1,0","1005,8","4,0","-1,0","1,1","0,3"
"998,0","0,0","3,3","51,0","20,0","5,0","1,0","1006,5","4,0","5,0","4,6","-1,7"
"545,0","0,0","3,8","47,0","20,0","3,0","0,0","1006,0","4,0","11,0","5,2","-2,5"
"406,0","0,0","5,4","44,0","20,0","6,0","0,0","1010,4","4,0","15,0","5,4","-2,1"
"682,0","0,5","1,3","87,0","20,0","4,0","7,0","1002,3","4,0","-3,0","-0,7","1,2"
"908,0","0,1","0,8","92,0","4,0","2,0","7,0","1004,6","4,0","-4,0","-1,5","1,2"
"249,0","1,0","4,0","67,0","100,0","4,0","1,0","905,6","4,0","0,0","1,1","0,4"
"1002,0","0,1","1,3","57,0","20,0","4,0","1,0","1009,0","4,0","4,0","-0,8","1,2"
"554,0","0,9","0,3","80,0","20,0","1,0","7,0","1010,4","4,0","9,0","-0,9","1,3"
"419,0","0,0","3,7","66,0","20,0","6,0","1,0","1011,8","4,0","13,0","-4,5","1,2"
"240,0","0,7","-1,2","42,0","100,0","3,0","1,0","912,3","4,0","-9,0","-3,0","2,5"
"961,0","0,4","2,0","47,0","20,0","1,0","0,0","1014,7","4,0","25,0","2,9","0,8"
"1005,0","0,0","2,6","32,0","20,0","2,0","1,0","1015,7","4,0","3,0","3,3","-0,5"
"561,0","0,0","2,9","34,0","20,0","3,0","1,0","1015,0","4,0","7,0","3,6","-1,2"
"432,0","0,0","5,7","30,0","20,0","5,0","4,0","1016,5","4,0","13,0","4,5","-1,5"
"228,0","1,0","2,9","74,0","100,0","5,0","0,0","908,3","4,0","-12,0","2,9","0,3"
"1005,0","0,0","19,5","39,0","20,0","3,0","2,0","993,3","4,0","0,0","8,5","-1,7"
"567,0","0,1","23,1","30,0","20,0","5,0","1,0","991,4","4,0","6,0","9,2","-2,3"
"574,0","0,0","25,5","17,0","10,0","8,0","4,0","991,3","4,0","7,0","6,5","-2,2"
"443,0","0,0","26,3","17,0","10,0","9,0","4,0","994,1","4,0","11,0","3,8","-1,6"
"213,0","0,0","14,9","16,0","100,0","1,0","1,0","909,5","4,0","-15,0","5,4","-1,8"
"1006,0","0,0","15,5","57,0","20,0","3,0","1,0","992,1","4,0","1,0","4,1","0,5"
"571,0","0,0","6,3","78,0","20,0","2,0","1,0","994,1","4,0","4,0","-3,6","1,5"
"578,0","0,1","9,0","58,0","10,0","1,0","1,0","996,0","4,0","4,0","2,4","0,6"
"452,0","0,0","11,7","63,0","10,0","2,0","1,0","996,3","4,0","9,0","1,6","0,8"
"204,0","0,0","9,7","53,0","100,0","3,0","1,0","911,6","4,0","-9,0","6,5","0,2"
"855,0","2,0","6,5","69,0","100,0","3,0","0,0","997,6","4,0","6,0","6,6","-0,9"
"409,0","0,0","19,9","39,0","20,0","5,0","4,0","977,4","4,0","15,0","7,1","-1,8"
"1005,0","0,0","17,4","50,0","20,0","3,0","1,0","975,1","4,0","-1,0","-4,3","1,9"
"573,0","0,9","8,2","86,0","10,0","2,0","3,0","976,8","4,0","2,0","-2,5","0,8"
"462,0","0,0","7,0","91,0","4,0","3,0","3,0","979,4","4,0","10,0","-3,1","0,2"
"203,0","0,0","22,4","13,0","100,0","5,0","4,0","896,8","4,0","-1,0","2,2","-1,4"
"870,0","0,5","4,7","49,0","100,0","3,0","1,0","985,1","4,0","15,0","1,0","-0,6"
"193,0","0,5","8,4","55,0","20,0","5,0","0,0","990,5","4,0","3,0","3,3","3,0"
"326,0","0,0","9,6","49,0","20,0","7,0","4,0","991,5","4,0","-8,0","6,9","1,3"
"696,0","0,9","9,0","48,0","10,0","5,0","4,0","992,9","4,0","-1,0","6,7","1,9"
"250,0","5,0","7,2","61,0","20,0","3,0","0,0","988,7","4,0","-8,0","2,7","2,3"
"671,0","0,0","8,6","52,0","100,0","5,0","4,0","988,8","4,0","-3,0","4,4","2,4"
"724,0","0,1","8,5","47,0","10,0","3,0","0,0","991,1","4,0","-46,0","2,1","3,8"
"69,0","1,0","11,7","81,0","100,0","2,0","1,0","910,7","4,0","2,0","1,5","-0,1"
"877,0","0,0","6,4","40,0","100,0","3,0","1,0","987,5","4,0","7,0","7,0","0,6"
"494,0","0,6","8,1","56,0","10,0","5,0","0,0","986,8","4,0","-13,0","3,0","3,1"
"695,0","0,0","17,5","32,0","100,0","9,0","4,0","978,4","4,0","-2,0","2,5","-0,6"
"190,0","0,1","19,6","31,0","20,0","11,0","4,0","985,9","4,0","-3,0","4,1","0,1"
"196,0","0,0","16,5","34,0","20,0","9,0","4,0","980,4","4,0","16,0","1,4","0,1"
"320,0","0,0","15,3","27,0","20,0","8,0","4,0","991,3","4,0","-6,0","1,6","2,7"
"696,0","0,0","16,8","35,0","10,0","9,0","4,0","990,6","4,0","0,0","1,9","1,5"
"243,0","0,0","21,1","22,0","20,0","7,0","4,0","987,5","4,0","-7,0","5,5","-0,6"
"670,0","0,0","17,0","33,0","100,0","11,0","4,0","986,9","4,0","-1,0","-1,5","1,1"
"692,0","0,0","17,0","40,0","10,0","5,0","1,0","988,7","4,0","-32,0","1,5","0,5"
"435,0","0,0","18,5","24,0","20,0","10,0","4,0","975,8","4,0","125,0","4,1","-1,4"
"696,0","0,0","17,4","22,0","10,0","8,0","1,0","978,4","4,0","0,0","0,5","-0,9"
"359,0","0,1","18,1","29,0","10,0","8,0","4,0","982,4","4,0","13,0","2,4","-2,0"
"471,0","0,0","19,2","28,0","10,0","9,0","4,0","984,5","4,0","-23,0","2,2","-0,3"
"692,0","0,0","6,9","56,0","100,0","5,0","7,0","997,2","4,0","-3,0","2,4","2,6"
"189,0","0,0","9,5","33,0","20,0","6,0","4,0","1003,9","4,0","-1,0","1,9","2,7"
"165,0","0,0","6,6","50,0","20,0","4,0","4,0","995,7","4,0","-31,0","-0,8","2,7"
"313,0","0,0","10,4","24,0","20,0","3,0","0,0","1006,1","4,0","-7,0","2,5","1,3"
"695,0","0,0","9,8","25,0","10,0","5,0","0,0","1006,4","4,0","-1,0","2,3","1,6"
"232,0","0,0","13,8","25,0","20,0","4,0","4,0","999,1","4,0","-11,0","2,5","0,9"
"656,0","0,0","10,3","37,0","100,0","6,0","4,0","1001,0","4,0","-14,0","1,2","1,7"
"672,0","0,0","9,8","35,0","10,0","4,0","4,0","1003,0","4,0","-20,0","0,9","2,1"
"442,0","2,0","10,7","29,0","20,0","6,0","4,0","986,4","4,0","7,0","2,2","1,8"
"694,0","0,4","4,1","76,0","4,0","6,0","4,0","994,8","4,0","-2,0","-3,6","3,9"
"478,0","0,7","5,5","58,0","20,0","6,0","4,0","999,1","4,0","119,0","0,7","3,1"
"446,0","0,0","10,7","34,0","10,0","6,0","4,0","998,5","4,0","-25,0","1,1","1,8"
"692,0","0,0","14,9","20,0","100,0","3,0","0,0","1000,3","4,0","0,0","3,9","-2,2"
"176,0","0,0","17,1","21,0","20,0","5,0","0,0","1004,1","4,0","-13,0","4,8","-2,3"
"146,0","0,0","15,6","20,0","20,0","5,0","1,0","997,4","4,0","-19,0","3,9","-2,2"
"457,0","0,0","15,4","25,0","20,0","4,0","1,0","1005,1","4,0","0,0","3,6","-2,4"
"304,0","0,0","18,3","21,0","20,0","7,0","4,0","999,5","4,0","-9,0","5,5","-2,1"
"693,0","0,0","15,5","26,0","10,0","7,0","4,0","1002,9","4,0","-2,0","3,6","-2,5"
"223,0","0,0","20,5","22,0","20,0","3,0","1,0","995,5","4,0","-9,0","5,1","-2,3"
"651,0","0,0","17,6","19,0","100,0","5,0","4,0","998,9","4,0","5,0","4,1","-2,4"
"663,0","0,0","16,9","26,0","10,0","3,0","0,0","1003,0","4,0","-9,0","5,0","-2,9"
"361,0","0,0","15,3","19,0","100,0","4,0","0,0","989,2","4,0","-81,0","3,6","-2,5"
"689,0","0,0","14,1","21,0","10,0","3,0","0,0","998,8","4,0","-5,0","3,0","-2,3"
"531,0","0,0","13,5","22,0","20,0","4,0","0,0","1004,9","4,0","53,0","3,4","-1,9"
"423,0","0,0","16,6","20,0","10,0","3,0","1,0","997,8","4,0","-23,0","3,5","-2,5"
"173,0","0,1","16,6","90,0","20,0","3,0","1,0","988,4","4,0","-3,0","3,3","-0,5"
"138,0","0,0","15,2","91,0","20,0","2,0","1,0","982,6","4,0","-8,0","-1,4","0,1"
"467,0","0,0","16,4","75,0","20,0","4,0","1,0","987,5","4,0","10,0","5,1","-2,6"
"304,0","1,0","21,9","53,0","20,0","6,0","4,0","989,4","4,0","0,0","5,1","1,4"
"689,0","0,0","22,8","43,0","10,0","8,0","4,0","989,7","4,0","-4,0","6,6","0,6"
"216,0","0,0","21,2","61,0","20,0","5,0","1,0","986,7","4,0","-7,0","6,4","0,6"
"629,0","0,0","21,3","64,0","100,0","8,0","4,0","986,4","4,0","-22,0","6,9","0,7"
"650,0","0,0","17,6","80,0","10,0","2,0","1,0","989,5","4,0","-13,0","5,0","1,1"
"319,0","0,0","14,5","79,0","10,0","2,0","3,0","977,0","4,0","-42,0","-7,8","2,9"
"682,0","0,0","16,7","52,0","4,0","3,0","3,0","982,6","4,0","-7,0","-0,1","1,3"
"515,0","0,0","21,8","27,0","20,0","4,0","1,0","987,0","4,0","-16,0","5,4","-0,4"
"414,0","0,0","18,5","81,0","10,0","3,0","1,0","985,3","4,0","-9,0","4,3","1,1"
"474,0","0,0","11,0","84,0","20,0","4,0","0,0","1001,4","4,0","7,0","-1,7","0,2"
"299,0","0,0","8,4","84,0","20,0","1,0","0,0","1000,2","4,0","-5,0","-0,2","1,3"
"684,0","0,0","9,7","83,0","10,0","1,0","0,0","1001,6","4,0","-5,0","-1,5","2,1"
"384,0","0,0","11,6","64,0","20,0","2,0","0,0","992,5","4,0","-5,0","-0,1","1,1"
"160,0","0,1","15,6","58,0","20,0","1,0","2,0","970,6","4,0","5,0","-1,6","2,1"
"219,0","0,1","10,6","79,0","20,0","1,0","2,0","995,8","4,0","3,0","-2,2","1,9"
"470,0","0,4","14,6","86,0","100,0","3,0","1,0","995,2","4,0","-45,0","-0,6","2,6"
"491,0","0,0","16,6","74,0","20,0","2,0","1,0","1002,3","4,0","8,0","-2,4","2,3"
"295,0","0,0","16,4","76,0","20,0","3,0","1,0","1002,5","4,0","-4,0","2,6","1,2"
"677,0","0,0","15,6","79,0","10,0","4,0","1,0","1003,5","4,0","-7,0","-4,6","2,6"
"375,0","0,0","26,0","41,0","20,0","2,0","1,0","992,0","4,0","-9,0","4,6","-0,2"
"160,0","0,0","28,5","25,0","100,0","2,0","1,0","969,6","4,0","0,0","4,9","-1,2"
"218,0","0,0","26,5","35,0","20,0","3,0","1,0","994,9","4,0","-1,0","3,0","0,1"
"118,0","0,0","26,5","33,0","20,0","3,0","0,0","991,6","4,0","-8,0","3,0","0,0"
"441,0","0,0","23,9","42,0","20,0","4,0","1,0","996,5","4,0","-29,0","1,5","0,9"
"468,0","0,0","26,4","25,0","100,0","3,0","0,0","969,9","4,0","51,0","6,6","-2,3"
"87,0","0,0","23,3","21,0","100,0","1,0","0,0","925,0","4,0","2,0","8,8","-2,4"
"493,0","0,0","12,8","93,0","10,0","1,0","1,0","999,5","4,0","10,0","1,1","-2,8"
"948,0","0,0","8,9","78,0","20,0","1,0","1,0","998,3","4,0","-15,0","1,1","-1,6"
"669,0","0,0","13,5","94,0","1,0","2,0","6,0","998,6","4,0","-8,0","1,7","-1,8"
"385,0","0,0","16,1","78,0","20,0","2,0","0,0","989,3","4,0","10,0","0,1","0,2"
"158,0","0,0","11,2","88,0","20,0","1,0","1,0","966,7","4,0","-2,0","0,7","-0,6"
"213,0","0,0","14,9","84,0","20,0","1,0","1,0","992,6","4,0","-5,0","0,9","-0,4"
"520,0","0,0","11,0","78,0","100,0","3,0","0,0","968,0","4,0","52,0","-1,2","-0,2"
"90,0","0,0","6,5","79,0","100,0","1,0","2,0","923,7","4,0","3,0","0,8","0,2"
"505,0","0,7","10,9","80,0","10,0","1,0","3,0","997,3","4,0","5,0","-1,7","-0,2"
"933,0","0,0","8,8","48,0","20,0","2,0","1,0","999,4","4,0","-15,0","-1,4","1,0"
"385,0","0,0","14,3","94,0","20,0","5,0","1,0","983,8","4,0","0,0","0,2","-0,9"
"211,0","0,0","14,7","95,0","4,0","2,0","6,0","988,1","4,0","-2,0","1,7","-0,9"
"526,0","0,0","11,8","78,0","100,0","3,0","2,0","963,0","4,0","6,0","-1,6","-0,7"
"915,0","0,0","5,3","58,0","20,0","3,0","0,0","1000,9","4,0","-18,0","4,6","1,6"
"632,0","0,1","1,3","68,0","10,0","3,0","2,0","1004,9","4,0","5,0","0,8","1,5"
"384,0","0,1","8,1","80,0","20,0","2,0","2,0","987,9","4,0","-1,0","-1,5","1,2"
"215,0","1,0","8,9","89,0","20,0","1,0","2,0","991,6","4,0","4,0","-0,2","1,5"
"91,0","0,1","15,2","80,0","100,0","1,0","1,0","912,8","4,0","3,0","-2,8","-0,6"
"298,0","0,1","15,5","68,0","100,0","2,0","3,0","897,9","4,0","-4,0","-3,7","-0,3"
"838,0","0,0","-0,8","79,0","20,0","1,0","2,0","1007,1","4,0","-39,0","0,0","1,2"
"649,0","0,0","1,1","63,0","20,0","2,0","2,0","1006,2","4,0","-15,0","-2,3","1,1"
"637,0","0,0","8,1","17,0","10,0","4,0","0,0","1012,8","4,0","5,0","0,4","0,4"
"335,0","0,0","11,2","27,0","20,0","2,0","0,0","999,1","4,0","-49,0","0,6","0,3"
"494,0","0,0","8,3","38,0","10,0","3,0","0,0","999,5","4,0","10,0","1,9","0,8"
"216,0","0,0","10,0","30,0","20,0","2,0","0,0","1002,5","4,0","1,0","-0,2","0,8"
"93,0","0,0","11,1","18,0","100,0","4,0","2,0","923,4","4,0","2,0","-1,7","2,2"
"296,0","0,0","12,0","19,0","100,0","4,0","2,0","905,9","4,0","-2,0","-0,6","1,2"
"922,0","0,0","6,6","21,0","100,0","3,0","0,0","1016,8","4,0","0,0","0,9","0,3"
"797,0","0,0","7,0","30,0","20,0","3,0","4,0","1014,2","4,0","-41,0","0,1","0,8"
"630,0","0,0","7,0","21,0","20,0","4,0","0,0","1013,3","4,0","-19,0","1,2","1,0"
"639,0","0,0","12,4","23,0","10,0","4,0","0,0","1009,8","4,0","2,0","1,4","-1,2"
"374,0","0,0","11,3","22,0","20,0","5,0","0,0","997,7","4,0","39,0","-0,5","0,7"
